"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"06-OCT-2025","ABLBL","Aditya Birla Lifes Bran L","GHISALLO MASTER FUND LP","BUY","7,32,882","136.45",
"06-OCT-2025","ABLBL","Aditya Birla Lifes Bran L","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","7,75,002","136.45",
"06-OCT-2025","ABLBL","Aditya Birla Lifes Bran L","ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED","BUY","36,62,702","136.45",
"06-OCT-2025","ABLBL","Aditya Birla Lifes Bran L","ICICI PRUDENTIAL MUTUAL FUND","BUY","9,22,676","136.45",
"06-OCT-2025","ABLBL","Aditya Birla Lifes Bran L","ICICI PRUDENTIAL MUTUAL FUND","BUY","82,38,179","136.45",
"06-OCT-2025","ABLBL","Aditya Birla Lifes Bran L","ICICI PRUDENTIAL MUTUAL FUND","BUY","98,85,816","136.45",
"06-OCT-2025","ABLBL","Aditya Birla Lifes Bran L","MORGAN STANLEY ASIA SINGAPORE PTE - ODI","BUY","7,32,882","136.45",
"06-OCT-2025","ABLBL","Aditya Birla Lifes Bran L","NIPPON INDIA MUTUAL FUND","BUY","1,32,37,502","136.45",
"06-OCT-2025","ABLBL","Aditya Birla Lifes Bran L","NIPPON INDIA MUTUAL FUND","BUY","44,12,500","136.45",
"06-OCT-2025","ABLBL","Aditya Birla Lifes Bran L","SBI LIFE INSURANCE COMPANY LIMITED","BUY","1,50,95,952","136.45",
"06-OCT-2025","ABLBL","Aditya Birla Lifes Bran L","SBI LIFE INSURANCE COMPANY LIMITED","BUY","12,00,000","136.45",
"06-OCT-2025","ABLBL","Aditya Birla Lifes Bran L","SBI LIFE INSURANCE COMPANY LIMITED","BUY","4,82,850","136.45",
"06-OCT-2025","ABLBL","Aditya Birla Lifes Bran L","SBI LIFE INSURANCE COMPANY LIMITED","BUY","2,71,200","136.45",
"06-OCT-2025","ABLBL","Aditya Birla Lifes Bran L","SBI LIFE INSURANCE COMPANY LIMITED","BUY","2,50,000","136.45",
"06-OCT-2025","ABLBL","Aditya Birla Lifes Bran L","SOCIETE GENERALE - ODI","BUY","15,75,002","136.45",
"06-OCT-2025","ABLBL","Aditya Birla Lifes Bran L","UTI MUTUAL FUND","BUY","54,288","136.45",
"06-OCT-2025","ABLBL","Aditya Birla Lifes Bran L","UTI MUTUAL FUND","BUY","6,78,594","136.45",
"06-OCT-2025","ABLBL","Aditya Birla Lifes Bran L","VEMF-A  LP","BUY","2,72,290","136.45",
"06-OCT-2025","ETERNAL","ETERNAL LIMITED","BOFA SECURITIES EUROPE SA","BUY","81,00,000","328.45",
"06-OCT-2025","ETERNAL","ETERNAL LIMITED","GOLDMAN SACHS BANK EUROPE SE - ODI","SELL","81,00,000","328.45",
"06-OCT-2025","OPTIEMUS","Optiemus Infracom Ltd","BOFA SECURITIES EUROPE SA","BUY","3,54,060","672.10",
"06-OCT-2025","OPTIEMUS","Optiemus Infracom Ltd","DYMON ASIA MULTI-STRATEGY INVESTMENT (SINGAPORE) PTE. LTD.","SELL","3,54,060","672.10",
"07-OCT-2025","ADANIPOWER","Adani Power Limited","GOLDMAN SACHS (SINGAPORE) PTE","SELL","41,50,207","151.99",
"07-OCT-2025","ADANIPOWER","Adani Power Limited","GOLDMAN SACHS BANK EUROPESE","BUY","41,50,207","151.99",
"07-OCT-2025","ASIANPAINT","Asian Paints Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","1,80,538","2,368.00",
"07-OCT-2025","ASIANPAINT","Asian Paints Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","1,80,538","2,368.00",
"07-OCT-2025","BAJAJHLDNG","Bajaj Holdings & Invs Ltd","GOLDMAN SACHS (SINGAPORE) PTE","SELL","36,863","11,802.00",
"07-OCT-2025","BAJAJHLDNG","Bajaj Holdings & Invs Ltd","GOLDMAN SACHS BANK EUROPESE","BUY","36,863","11,802.00",
"07-OCT-2025","BALKRISIND","Balkrishna Ind. Ltd","GOLDMAN SACHS (SINGAPORE) PTE","SELL","1,06,539","2,296.50",
"07-OCT-2025","BALKRISIND","Balkrishna Ind. Ltd","GOLDMAN SACHS BANK EUROPESE","BUY","1,06,539","2,296.50",
"07-OCT-2025","COROMANDEL","Coromandel Internl Ltd.","GOLDMAN SACHS (SINGAPORE) PTE","SELL","1,62,324","2,350.50",
"07-OCT-2025","COROMANDEL","Coromandel Internl Ltd.","GOLDMAN SACHS BANK EUROPESE","BUY","1,62,324","2,350.50",
"07-OCT-2025","FORTIS","Fortis Healthcare Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","2,19,013","1,042.00",
"07-OCT-2025","FORTIS","Fortis Healthcare Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","2,19,013","1,042.00",
"07-OCT-2025","HCLTECH","HCL Technologies Ltd.","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","2,00,818","1,439.00",
"07-OCT-2025","HCLTECH","HCL Technologies Ltd.","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","2,00,818","1,439.00",
"07-OCT-2025","HYUNDAI","Hyundai Motor India Ltd","GOLDMAN SACHS (SINGAPORE) PTE","SELL","2,22,666","2,480.80",
"07-OCT-2025","HYUNDAI","Hyundai Motor India Ltd","GOLDMAN SACHS BANK EUROPESE","BUY","2,22,666","2,480.80",
"07-OCT-2025","IDFCFIRSTB","IDFC First Bank Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","1,10,00,000","71.75",
"07-OCT-2025","IDFCFIRSTB","IDFC First Bank Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","1,10,00,000","71.75",
"07-OCT-2025","JSL","Jindal Stainless Limited","GOLDMAN SACHS (SINGAPORE) PTE","SELL","4,54,005","761.00",
"07-OCT-2025","JSL","Jindal Stainless Limited","GOLDMAN SACHS BANK EUROPESE","BUY","4,54,005","761.00",
"07-OCT-2025","LT","Larsen & Toubro Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","72,035","3,740.00",
"07-OCT-2025","LT","Larsen & Toubro Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","72,035","3,740.00",
"07-OCT-2025","MRF","MRF Ltd.","GOLDMAN SACHS (SINGAPORE) PTE","SELL","3,195","1,52,350.00",
"07-OCT-2025","MRF","MRF Ltd.","GOLDMAN SACHS BANK EUROPESE","BUY","3,195","1,52,350.00",
"07-OCT-2025","POLICYBZR","PB Fintech Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","2,06,987","1,772.00",
"07-OCT-2025","POLICYBZR","PB Fintech Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","2,06,987","1,772.00",
"07-OCT-2025","SAMMAANCAP","Sammaan Capital Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","23,16,632","163.00",
"07-OCT-2025","SAMMAANCAP","Sammaan Capital Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","23,16,632","163.00",
"07-OCT-2025","SBIN","State Bank of India","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","5,41,065","870.00",
"07-OCT-2025","SBIN","State Bank of India","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","5,41,065","870.00",
"07-OCT-2025","SUNDARMFIN","Sundaram Finance Ltd.","GOLDMAN SACHS (SINGAPORE) PTE","SELL","91,315","4,486.60",
"07-OCT-2025","SUNDARMFIN","Sundaram Finance Ltd.","GOLDMAN SACHS BANK EUROPESE","BUY","91,315","4,486.60",
"07-OCT-2025","SWIGGY","Swiggy Limited","GOLDMAN SACHS (SINGAPORE) PTE","SELL","12,10,536","421.55",
"07-OCT-2025","SWIGGY","Swiggy Limited","GOLDMAN SACHS BANK EUROPESE","BUY","12,10,536","421.55",
"07-OCT-2025","TATACOMM","Tata Communications Ltd.","GOLDMAN SACHS (SINGAPORE) PTE","SELL","1,57,166","1,658.50",
"07-OCT-2025","TATACOMM","Tata Communications Ltd.","GOLDMAN SACHS BANK EUROPESE","BUY","1,57,166","1,658.50",
"07-OCT-2025","VMM","Vishal Mega Mart Limited","GOLDMAN SACHS (SINGAPORE) PTE","SELL","28,73,980","150.63",
"07-OCT-2025","VMM","Vishal Mega Mart Limited","GOLDMAN SACHS BANK EUROPESE","BUY","28,73,980","150.63",
"07-OCT-2025","WAAREEENER","Waaree Energies Limited","GOLDMAN SACHS (SINGAPORE) PTE","SELL","1,18,604","3,441.50",
"07-OCT-2025","WAAREEENER","Waaree Energies Limited","GOLDMAN SACHS BANK EUROPESE","BUY","1,18,604","3,441.50",
"07-OCT-2025","YESBANK","Yes Bank Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","1,46,63,226","22.30",
"07-OCT-2025","YESBANK","Yes Bank Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","1,46,63,226","22.30",
"08-OCT-2025","ASIANPAINT","Asian Paints Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","1,80,537","2,327.00",
"08-OCT-2025","ASIANPAINT","Asian Paints Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","1,80,537","2,327.00",
"08-OCT-2025","EFCIL","EFC (I) Limited","ABAKKUS DIVERSIFIED ALPHA FUND - 2","BUY","3,50,000","296.10",
"08-OCT-2025","EFCIL","EFC (I) Limited","FORBES EMF","SELL","3,50,000","296.10",
"08-OCT-2025","HCLTECH","HCL Technologies Ltd.","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","2,00,817","1,451.00",
"08-OCT-2025","HCLTECH","HCL Technologies Ltd.","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","2,00,817","1,451.00",
"08-OCT-2025","IDFCFIRSTB","IDFC First Bank Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","1,10,00,000","72.45",
"08-OCT-2025","IDFCFIRSTB","IDFC First Bank Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","1,10,00,000","72.45",
"08-OCT-2025","LT","Larsen & Toubro Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","72,034","3,749.00",
"08-OCT-2025","LT","Larsen & Toubro Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","72,034","3,749.00",
"08-OCT-2025","POLICYBZR","PB Fintech Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","2,06,987","1,769.00",
"08-OCT-2025","POLICYBZR","PB Fintech Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","2,06,987","1,769.00",
"08-OCT-2025","SBIN","State Bank of India","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","5,41,064","861.50",
"08-OCT-2025","SBIN","State Bank of India","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","5,41,064","861.50",
"08-OCT-2025","YESBANK","Yes Bank Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","1,46,63,226","22.17",
"08-OCT-2025","YESBANK","Yes Bank Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","1,46,63,226","22.17",
"09-OCT-2025","DIVISLAB","Divi's Laboratories Limit","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","33,108","6,120.50",
"09-OCT-2025","DIVISLAB","Divi's Laboratories Limit","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","33,108","6,120.50",
"09-OCT-2025","DIXON","Dixon Techno (India) Ltd","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","6,135","16,859.00",
"09-OCT-2025","DIXON","Dixon Techno (India) Ltd","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","6,135","16,859.00",
"09-OCT-2025","HDFCAMC","HDFC AMC Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","39,677","5,475.50",
"09-OCT-2025","HDFCAMC","HDFC AMC Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","39,677","5,475.50",
"09-OCT-2025","HDFCBANK","HDFC Bank Ltd.","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","1,14,327","978.70",
"09-OCT-2025","HDFCBANK","HDFC Bank Ltd.","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","1,14,327","978.70",
"09-OCT-2025","HINDALCO","Hindalco Ind Ltd.","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","1,31,098","768.20",
"09-OCT-2025","HINDALCO","Hindalco Ind Ltd.","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","1,31,098","768.20",
"09-OCT-2025","HONAUT","Honeywell Auto India Ltd.","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","7,782","36,200.00",
"09-OCT-2025","HONAUT","Honeywell Auto India Ltd.","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","7,782","36,200.00",
"09-OCT-2025","M&M","Mah & Mah Ltd.","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","49,893","3,449.00",
"09-OCT-2025","M&M","Mah & Mah Ltd.","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","49,893","3,449.00",
"09-OCT-2025","POLYMED","Poly Medicure Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","2,64,142","1,902.00",
"09-OCT-2025","POLYMED","Poly Medicure Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","2,64,142","1,902.00",
"09-OCT-2025","SAMMAANCAP","Sammaan Capital Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","18,20,792","159.08",
"09-OCT-2025","SAMMAANCAP","Sammaan Capital Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","18,20,792","159.08",
"09-OCT-2025","SUNPHARMA","Sun Pharma Industries Ltd","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","1,48,233","1,631.60",
"09-OCT-2025","SUNPHARMA","Sun Pharma Industries Ltd","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","1,48,233","1,631.60",
"09-OCT-2025","TATAMOTORS","Tata Motors Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","4,10,020","681.55",
"09-OCT-2025","TATAMOTORS","Tata Motors Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","4,10,020","681.55",
"10-OCT-2025","APTUS","Aptus Value Hsg Fin I Ltd","WF ASIAN RECONNAISSANCE FUND LIMITED","SELL","1,92,96,160","309.50",
"10-OCT-2025","APTUS","Aptus Value Hsg Fin I Ltd","WF ASIAN SMALLER COMPANIES FUND LIMITED","BUY","1,92,96,160","309.50",
"13-OCT-2025","BANKBARODA","Bank of Baroda","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","4,97,965","267.50",
"13-OCT-2025","BANKBARODA","Bank of Baroda","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","4,97,965","267.50",
"13-OCT-2025","CANBK","Canara Bank","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","8,28,660","127.00",
"13-OCT-2025","CANBK","Canara Bank","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","8,28,660","127.00",
"13-OCT-2025","COALINDIA","Coal India Ltd","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","5,78,569","381.50",
"13-OCT-2025","COALINDIA","Coal India Ltd","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","5,78,569","381.50",
"13-OCT-2025","COFORGE","Coforge Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","58,319","1,715.00",
"13-OCT-2025","COFORGE","Coforge Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","58,319","1,715.00",
"13-OCT-2025","HDFCBANK","HDFC Bank Ltd.","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","2,72,219","978.50",
"13-OCT-2025","HDFCBANK","HDFC Bank Ltd.","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","2,72,219","978.50",
"13-OCT-2025","LUPIN","Lupin Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","81,892","1,977.00",
"13-OCT-2025","LUPIN","Lupin Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","81,892","1,977.00",
"13-OCT-2025","MANKIND","Mankind Pharma Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","42,245","2,440.00",
"13-OCT-2025","MANKIND","Mankind Pharma Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","42,245","2,440.00",
"13-OCT-2025","PVRINOX","PVR INOX Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","1,41,767","1,100.00",
"13-OCT-2025","PVRINOX","PVR INOX Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","1,41,767","1,100.00",
"13-OCT-2025","SHREECEM","SHREE CEMENT LIMITED","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","4,837","29,630.00",
"13-OCT-2025","SHREECEM","SHREE CEMENT LIMITED","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","4,837","29,630.00",
"13-OCT-2025","SOLARINDS","Solar Industries (I) Ltd","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","8,575","14,005.00",
"13-OCT-2025","SOLARINDS","Solar Industries (I) Ltd","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","8,575","14,005.00",
"13-OCT-2025","VEDL","Vedanta Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","2,67,412","478.00",
"13-OCT-2025","VEDL","Vedanta Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","2,67,412","478.00",
"14-OCT-2025","APOLLO","Apollo Micro Systems Ltd","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","5,95,649","301.05",
"14-OCT-2025","APOLLO","Apollo Micro Systems Ltd","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","5,95,649","301.05",
"14-OCT-2025","ATHERENERG","Ather Energy Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","3,01,873","609.50",
"14-OCT-2025","ATHERENERG","Ather Energy Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","3,01,873","609.50",
"14-OCT-2025","BANKBARODA","Bank of Baroda","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","4,97,964","264.50",
"14-OCT-2025","BANKBARODA","Bank of Baroda","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","4,97,964","264.50",
"14-OCT-2025","COALINDIA","Coal India Ltd","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","5,42,293","381.00",
"14-OCT-2025","COALINDIA","Coal India Ltd","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","5,42,293","381.00",
"14-OCT-2025","COFORGE","Coforge Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","70,601","1,701.00",
"14-OCT-2025","COFORGE","Coforge Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","70,601","1,701.00",
"14-OCT-2025","ICICIBANK","ICICI Bank Ltd.","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","1,41,886","1,382.50",
"14-OCT-2025","ICICIBANK","ICICI Bank Ltd.","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","1,41,886","1,382.50",
"14-OCT-2025","LUPIN","Lupin Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","60,035","1,937.50",
"14-OCT-2025","LUPIN","Lupin Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","60,035","1,937.50",
"14-OCT-2025","MANKIND","Mankind Pharma Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","55,000","2,430.00",
"14-OCT-2025","MANKIND","Mankind Pharma Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","55,000","2,430.00",
"14-OCT-2025","MFSL","Max Fin Serv Ltd","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","85,630","1,613.50",
"14-OCT-2025","MFSL","Max Fin Serv Ltd","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","85,630","1,613.50",
"14-OCT-2025","PNBHOUSING","PNB Housing Fin Ltd.","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","1,58,034","839.00",
"14-OCT-2025","PNBHOUSING","PNB Housing Fin Ltd.","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","1,58,034","839.00",
"14-OCT-2025","PVRINOX","PVR INOX Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","1,93,538","1,110.00",
"14-OCT-2025","PVRINOX","PVR INOX Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","1,93,538","1,110.00",
"14-OCT-2025","SHREECEM","SHREE CEMENT LIMITED","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","4,836","29,530.00",
"14-OCT-2025","SHREECEM","SHREE CEMENT LIMITED","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","4,836","29,530.00",
"14-OCT-2025","VEDL","Vedanta Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","2,67,411","478.00",
"14-OCT-2025","VEDL","Vedanta Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","2,67,411","478.00",
"14-OCT-2025","ZAGGLE","Zaggle Prepa Ocean Ser L","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","4,08,320","343.50",
"14-OCT-2025","ZAGGLE","Zaggle Prepa Ocean Ser L","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","4,08,320","343.50",
"15-OCT-2025","APOLLO","Apollo Micro Systems Ltd","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","3,97,100","292.50",
"15-OCT-2025","APOLLO","Apollo Micro Systems Ltd","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","3,97,100","292.50",
"15-OCT-2025","ATHERENERG","Ather Energy Limited","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","2,01,248","628.50",
"15-OCT-2025","ATHERENERG","Ather Energy Limited","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","2,01,248","628.50",
"15-OCT-2025","CANBK","Canara Bank","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","10,22,108","128.00",
"15-OCT-2025","CANBK","Canara Bank","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","10,22,108","128.00",
"15-OCT-2025","KAYNES","Kaynes Technology Ind Ltd","GOLDMAN SACHS (SINGAPORE) PTE - ODI","SELL","67,702","6,940.00",
"15-OCT-2025","KAYNES","Kaynes Technology Ind Ltd","GOLDMAN SACHS BANK EUROPE SE - ODI","BUY","67,702","6,940.00",
"16-OCT-2025","AEGISVOPAK","Aegis Vopak Terminals Ltd","GOLDMAN SACHS (SINGAPORE) PTE.- ODI","SELL","4,96,666","285.50",
"16-OCT-2025","AEGISVOPAK","Aegis Vopak Terminals Ltd","GOLDMAN SACHS BANK EUROPESE - ODI","BUY","4,96,666","285.50",
"16-OCT-2025","ANANTRAJ","Anant Raj Industries Limi","GOLDMAN SACHS (SINGAPORE) PTE.- ODI","SELL","1,71,094","637.50",
"16-OCT-2025","ANANTRAJ","Anant Raj Industries Limi","GOLDMAN SACHS BANK EUROPESE - ODI","BUY","1,71,094","637.50",
"16-OCT-2025","ASTERDM","Aster DM Healthcare Ltd.","GOLDMAN SACHS (SINGAPORE) PTE.- ODI","SELL","2,44,229","697.50",
"16-OCT-2025","ASTERDM","Aster DM Healthcare Ltd.","GOLDMAN SACHS BANK EUROPESE - ODI","BUY","2,44,229","697.50",
"16-OCT-2025","AUBANK","AU Small Finance Bank Ltd","GOLDMAN SACHS (SINGAPORE) PTE.- ODI","SELL","1,34,120","804.50",
"16-OCT-2025","AUBANK","AU Small Finance Bank Ltd","GOLDMAN SACHS BANK EUROPESE - ODI","BUY","1,34,120","804.50",
"16-OCT-2025","AUROPHARMA","Aurobindo Pharma Ltd.","GOLDMAN SACHS (SINGAPORE) PTE.- ODI","SELL","1,06,228","1,107.00",
"16-OCT-2025","AUROPHARMA","Aurobindo Pharma Ltd.","GOLDMAN SACHS BANK EUROPESE - ODI","BUY","1,06,228","1,107.00",
"16-OCT-2025","BLUESTARCO","Blue Star Ltd.","GOLDMAN SACHS (SINGAPORE) PTE.- ODI","SELL","94,851","1,953.00",
"16-OCT-2025","BLUESTARCO","Blue Star Ltd.","GOLDMAN SACHS BANK EUROPESE - ODI","BUY","94,851","1,953.00",
"16-OCT-2025","CIPLA","Cipla Ltd","GOLDMAN SACHS (SINGAPORE) PTE.- ODI","SELL","91,604","1,565.00",
"16-OCT-2025","CIPLA","Cipla Ltd","GOLDMAN SACHS BANK EUROPESE - ODI","BUY","91,604","1,565.00",
"16-OCT-2025","DLF","DLF Limited","GOLDMAN SACHS (SINGAPORE) PTE.- ODI","SELL","1,47,493","767.50",
"16-OCT-2025","DLF","DLF Limited","GOLDMAN SACHS BANK EUROPESE - ODI","BUY","1,47,493","767.50",
"16-OCT-2025","ETERNAL","ETERNAL LIMITED","GOLDMAN SACHS (SINGAPORE) PTE.- ODI","SELL","73,01,403","349.50",
"16-OCT-2025","ETERNAL","ETERNAL LIMITED","GOLDMAN SACHS BANK EUROPESE - ODI","BUY","73,01,403","349.50",
"16-OCT-2025","HYUNDAI","Hyundai Motor India Ltd","GOLDMAN SACHS (SINGAPORE) PTE.- ODI","SELL","48,291","2,349.50",
"16-OCT-2025","HYUNDAI","Hyundai Motor India Ltd","GOLDMAN SACHS BANK EUROPESE - ODI","BUY","48,291","2,349.50",
"16-OCT-2025","JKCEMENT","JK Cement Limited","GOLDMAN SACHS (SINGAPORE) PTE.- ODI","SELL","22,666","6,590.00",
"16-OCT-2025","JKCEMENT","JK Cement Limited","GOLDMAN SACHS BANK EUROPESE - ODI","BUY","22,666","6,590.00",
"16-OCT-2025","METROPOLIS","Metropolis Healthcare Ltd","GOLDMAN SACHS (SINGAPORE) PTE.- ODI","SELL","55,000","1,944.00",
"16-OCT-2025","METROPOLIS","Metropolis Healthcare Ltd","GOLDMAN SACHS BANK EUROPESE - ODI","BUY","55,000","1,944.00",
"16-OCT-2025","NUVAMA","Nuvama Wealth Manage Ltd","GOLDMAN SACHS (SINGAPORE) PTE.- ODI","SELL","18,270","7,227.00",
"16-OCT-2025","NUVAMA","Nuvama Wealth Manage Ltd","GOLDMAN SACHS BANK EUROPESE - ODI","BUY","18,270","7,227.00",
"16-OCT-2025","PARADEEP","Paradeep Phosphates Ltd","GOLDMAN SACHS (SINGAPORE) PTE.- ODI","SELL","6,17,043","178.40",
"16-OCT-2025","PARADEEP","Paradeep Phosphates Ltd","GOLDMAN SACHS BANK EUROPESE - ODI","BUY","6,17,043","178.40",
"16-OCT-2025","PATANJALI","Patanjali Foods Limited","GOLDMAN SACHS (SINGAPORE) PTE.- ODI","SELL","3,00,000","591.00",
"16-OCT-2025","PATANJALI","Patanjali Foods Limited","GOLDMAN SACHS BANK EUROPESE - ODI","BUY","3,00,000","591.00",
"16-OCT-2025","PNB","Punjab National Bank","GOLDMAN SACHS (SINGAPORE) PTE.- ODI","SELL","12,09,279","117.00",
"16-OCT-2025","PNB","Punjab National Bank","GOLDMAN SACHS BANK EUROPESE - ODI","BUY","12,09,279","117.00",
"16-OCT-2025","POWERINDIA","Hitachi Energy India Ltd","GOLDMAN SACHS (SINGAPORE) PTE.- ODI","SELL","10,510","17,703.00",
"16-OCT-2025","POWERINDIA","Hitachi Energy India Ltd","GOLDMAN SACHS BANK EUROPESE - ODI","BUY","10,510","17,703.00",
"16-OCT-2025","RADICO","Radico Khaitan Limited","GOLDMAN SACHS (SINGAPORE) PTE.- ODI","SELL","41,182","3,005.00",
